200,個人メドレー,0
50,バタフライ,0
50,背泳ぎ,0
50,平泳ぎ,0
50,自由形,0
25,バタフライ,0
25,背泳ぎ,0
25,平泳ぎ,0
25,自由形,0
100,バタフライ,0
100,背泳ぎ,0
100,平泳ぎ,0
100,自由形,0
100,個人メドレー,0
200,フリーリレー,1
200,メドレーリレー,1
100,フリーリレー,1
100,メドレーリレー,1
400,フリーリレー,1
400,メドレーリレー,1
